input,time
1874,0.0071
1875,0.0071
1876,0.0071
1877,0.0071
1878,0.0071
1879,0.0072
1880,0.0072
1881,0.0072
1882,0.0072
1883,0.0072
1884,0.0073
1885,0.0073
1886,0.0073
1887,0.0073
1888,0.0074
1889,0.0073
1890,0.0075
1891,0.0074
1892,0.0075
1893,0.0075
1894,0.0075
1895,0.0075
1896,0.0075
1897,0.0076
1898,0.0075
1899,0.0076
1900,0.0076
1901,0.0076
1902,0.0076
1903,0.0076
1904,0.0078
1905,0.0077
1906,0.0077
1907,0.0077
1908,0.0078
1909,0.0078
1910,0.0078
1911,0.0078
1912,0.0078
1913,0.0079
1914,0.0079
1915,0.0080
1916,0.0080
1917,0.0080
1918,0.0080
1919,0.0080
1920,0.0080
1921,0.0081
1922,0.0081
1923,0.0082
1924,0.0081
1925,0.0082
1926,0.0082
1927,0.0082
1928,0.0083
1929,0.0083
1930,0.0083
1931,0.0083
1932,0.0083
1933,0.0083
1934,0.0084
1935,0.0084
1936,0.0085
1937,0.0085
1938,0.0085
1939,0.0085
1940,0.0085
1941,0.0086
1942,0.0086
1943,0.0086
1944,0.0086
1945,0.0087
1946,0.0087
1947,0.0087
1948,0.0087
1949,0.0088
1950,0.0089
1951,0.0088
1952,0.0097
1953,0.0097
1954,0.0097
1955,0.0097
1956,0.0098
1957,0.0098
1958,0.0098
1959,0.0099
1960,0.0099
1961,0.0098
1962,0.0091
1963,0.0092
1964,0.0093
1965,0.0093
1966,0.0095
1967,0.0095
1968,0.0103
1969,0.0103
1970,0.0101
1971,0.0094
1972,0.0094
1973,0.0094
1974,0.0095
1975,0.0095
1976,0.0095
1977,0.0095
1978,0.0096
1979,0.0098
1980,0.0096
1981,0.0097
1982,0.0097
1983,0.0101
1984,0.0098
1985,0.0098
1986,0.0098
1987,0.0098
1988,0.0099
1989,0.0099
1990,0.0099
1991,0.0100
1992,0.0100
1993,0.0101
1994,0.0100
1995,0.0101
1996,0.0101
1997,0.0101
1998,0.0102
1999,0.0102
2000,0.0102
2001,0.0103
2002,0.0103
2003,0.0104
2004,0.0104
2005,0.0104
2006,0.0104
2007,0.0105
2008,0.0105
2009,0.0105
2010,0.0106
2011,0.0106
2012,0.0107
2013,0.0107
2014,0.0107
2015,0.0107
2016,0.0108
2017,0.0108
2018,0.0109
2019,0.0112
2020,0.0109
2021,0.0112
2022,0.0112
2023,0.0121
2024,0.0111
2025,0.0111
2026,0.0112
2027,0.0111
2028,0.0113
2029,0.0121
2030,0.0115
2031,0.0113
2032,0.0113
2033,0.0114
2034,0.0114
2035,0.0114
2036,0.0115
2037,0.0116
2038,0.0115
2039,0.0116
2040,0.0116
2041,0.0116
2042,0.0118
2043,0.0118
2044,0.0119
2045,0.0118
2046,0.0119
2047,0.0119
2048,0.0120
2049,0.0119
2050,0.0120
2051,0.0120
2052,0.0121
2053,0.0121
2054,0.0121
2055,0.0122
2056,0.0123
2057,0.0123
2058,0.0122
2059,0.0123
2060,0.0124
2061,0.0124
2062,0.0124
2063,0.0124
2064,0.0125
2065,0.0125
2066,0.0126
2067,0.0126
2068,0.0127
2069,0.0127
2070,0.0127
2071,0.0128
2072,0.0129
2073,0.0129
2074,0.0129
2075,0.0129
2076,0.0130
2077,0.0130
2078,0.0130
2079,0.0131
2080,0.0132
2081,0.0132
2082,0.0132
2083,0.0133
2084,0.0133
2085,0.0133
2086,0.0135
2087,0.0143
2088,0.0139
2089,0.0135
2090,0.0136
2091,0.0136
2092,0.0136
2093,0.0137
2094,0.0141
2095,0.0138
2096,0.0138
2097,0.0139
2098,0.0141
2099,0.0139
2100,0.0139
2101,0.0140
2102,0.0141
2103,0.0141
2104,0.0141
2105,0.0142
2106,0.0142
2107,0.0142
2108,0.0143
2109,0.0144
2110,0.0144
2111,0.0144
2112,0.0146
2113,0.0145
2114,0.0145
2115,0.0146
2116,0.0147
2117,0.0148
2118,0.0148
2119,0.0149
2120,0.0148
2121,0.0149
2122,0.0149
2123,0.0150
2124,0.0152
2125,0.0150
2126,0.0152
2127,0.0151
2128,0.0152
2129,0.0152
2130,0.0153
2131,0.0162
2132,0.0156
2133,0.0155
2134,0.0155
2135,0.0156
2136,0.0155
2137,0.0156
2138,0.0161
2139,0.0158
2140,0.0158
2141,0.0158
2142,0.0159
2143,0.0162
2144,0.0161
2145,0.0160
2146,0.0160
2147,0.0160
2148,0.0161
2149,0.0161
2150,0.0162
2151,0.0162
2152,0.0162
2153,0.0163
2154,0.0163
2155,0.0164
2156,0.0165
2157,0.0165
2158,0.0167
2159,0.0166
2160,0.0166
2161,0.0167
2162,0.0167
2163,0.0168
2164,0.0168
2165,0.0169
2166,0.0170
2167,0.0173
2168,0.0180
2169,0.0171
2170,0.0171
2171,0.0172
2172,0.0183
2173,0.0174
2174,0.0174
2175,0.0174
2176,0.0175
2177,0.0175
2178,0.0175
2179,0.0177
2180,0.0176
2181,0.0177
2182,0.0178
2183,0.0177
2184,0.0179
2185,0.0179
2186,0.0179
2187,0.0180
2188,0.0181
2189,0.0182
2190,0.0192
2191,0.0182
2192,0.0182
2193,0.0183
2194,0.0184
2195,0.0184
2196,0.0189
2197,0.0185
2198,0.0186
2199,0.0187
2200,0.0187
2201,0.0187
2202,0.0188
2203,0.0188
2204,0.0189
2205,0.0189
2206,0.0190
2207,0.0190
2208,0.0191
2209,0.0191
2210,0.0192
2211,0.0193
2212,0.0196
2213,0.0194
2214,0.0195
2215,0.0196
2216,0.0195
2217,0.0196
2218,0.0196
2219,0.0196
2220,0.0200
2221,0.0198
2222,0.0199
2223,0.0199
2224,0.0203
2225,0.0201
2226,0.0204
2227,0.0202
2228,0.0203
2229,0.0202
2230,0.0203
2231,0.0203
2232,0.0206
2233,0.0204
2234,0.0205
2235,0.0207
2236,0.0206
2237,0.0208
2238,0.0207
2239,0.0208
2240,0.0210
2241,0.0215
2242,0.0238
2243,0.0214
2244,0.0212
2245,0.0212
2246,0.0212
2247,0.0212
2248,0.0214
2249,0.0214
2250,0.0214
2251,0.0215
2252,0.0215
2253,0.0217
2254,0.0219
2255,0.0217
2256,0.0218
2257,0.0218
2258,0.0219
2259,0.0219
2260,0.0220
2261,0.0221
2262,0.0221
2263,0.0222
2264,0.0222
2265,0.0223
2266,0.0226
2267,0.0224
2268,0.0225
2269,0.0226
2270,0.0226
2271,0.0227
2272,0.0228
2273,0.0229
2274,0.0229
2275,0.0229
2276,0.0231
2277,0.0232
2278,0.0233
2279,0.0233
2280,0.0233
2281,0.0233
2282,0.0235
2283,0.0234
2284,0.0234
2285,0.0236
2286,0.0236
2287,0.0238
2288,0.0237
2289,0.0238
2290,0.0240
2291,0.0239
2292,0.0239
2293,0.0240
2294,0.0242
2295,0.0241
2296,0.0252
2297,0.0245
2298,0.0245
2299,0.0244
2300,0.0245
2301,0.0247
2302,0.0246
2303,0.0247
2304,0.0256
2305,0.0248
2306,0.0248
2307,0.0249
2308,0.0250
2309,0.0257
2310,0.0251
2311,0.0251
2312,0.0251
2313,0.0252
2314,0.0253
2315,0.0254
2316,0.0254
2317,0.0255
2318,0.0255
2319,0.0256
2320,0.0257
2321,0.0257
2322,0.0258
2323,0.0260
2324,0.0269
2325,0.0260
2326,0.0262
2327,0.0261
2328,0.0268
2329,0.0263
2330,0.0264
2331,0.0265
2332,0.0270
2333,0.0266
2334,0.0268
2335,0.0266
2336,0.0270
2337,0.0270
2338,0.0272
2339,0.0270
2340,0.0270
2341,0.0271
2342,0.0271
2343,0.0273
2344,0.0274
2345,0.0274
2346,0.0274
2347,0.0275
2348,0.0275
2349,0.0277
2350,0.0277
2351,0.0278
2352,0.0279
2353,0.0279
2354,0.0280
2355,0.0281
2356,0.0283
2357,0.0281
2358,0.0283
2359,0.0283
2360,0.0284
2361,0.0285
2362,0.0285
2363,0.0286
2364,0.0286
2365,0.0288
2366,0.0288
2367,0.0288
2368,0.0289
2369,0.0290
2370,0.0292
2371,0.0292
2372,0.0293
2373,0.0296
2374,0.0294
2375,0.0295
2376,0.0294
2377,0.0296
2378,0.0297
2379,0.0296
2380,0.0303
2381,0.0300
2382,0.0300
2383,0.0300
2384,0.0300
2385,0.0301
2386,0.0302
2387,0.0303
2388,0.0303
2389,0.0304
2390,0.0305
2391,0.0305
2392,0.0313
2393,0.0308
2394,0.0316
2395,0.0312
2396,0.0310
2397,0.0349
2398,0.0323
2399,0.0314
2400,0.0314
2401,0.0313
2402,0.0314
2403,0.0314
2404,0.0317
2405,0.0317
2406,0.0318
2407,0.0318
2408,0.0318
2409,0.0319
2410,0.0320
2411,0.0320
2412,0.0321
2413,0.0322
2414,0.0350
2415,0.0352
2416,0.0323
2417,0.0325
2418,0.0325
2419,0.0327
2420,0.0328
2421,0.0328
2422,0.0328
2423,0.0329
2424,0.0333
2425,0.0334
2426,0.0333
2427,0.0342
2428,0.0334
2429,0.0334
2430,0.0335
2431,0.0335
2432,0.0337
2433,0.0338
2434,0.0337
2435,0.0340
2436,0.0391
2437,0.0380
2438,0.0348
2439,0.0341
2440,0.0344
2441,0.0344
2442,0.0345
2443,0.0344
2444,0.0346
2445,0.0347
2446,0.0347
2447,0.0349
2448,0.0348
2449,0.0348
2450,0.0353
2451,0.0385
2452,0.0392
2453,0.0360
2454,0.0353
2455,0.0353
2456,0.0354
2457,0.0356
2458,0.0356
2459,0.0356
2460,0.0357
2461,0.0358
2462,0.0363
2463,0.0361
2464,0.0361
2465,0.0361
2466,0.0366
2467,0.0364
2468,0.0370
2469,0.0375
2470,0.0367
2471,0.0368
2472,0.0386
2473,0.0368
2474,0.0369
2475,0.0371
2476,0.0371
2477,0.0371
2478,0.0372
2479,0.0374
2480,0.0374
2481,0.0380
2482,0.0375
2483,0.0377
2484,0.0377
2485,0.0377
2486,0.0379
2487,0.0379
2488,0.0380
2489,0.0382
2490,0.0385
2491,0.0387
2492,0.0384
2493,0.0386
2494,0.0385
2495,0.0386
2496,0.0387
2497,0.0389
2498,0.0392
2499,0.0391
2500,0.0390
2501,0.0393
2502,0.0392
2503,0.0393
2504,0.0436
2505,0.0395
2506,0.0395
2507,0.0396
2508,0.0397
2509,0.0400
2510,0.0398
2511,0.0399
2512,0.0401
2513,0.0401
2514,0.0407
2515,0.0405
2516,0.0404
2517,0.0405
2518,0.0406
2519,0.0410
2520,0.0407
2521,0.0412
2522,0.0410
2523,0.0410
2524,0.0410
2525,0.0411
2526,0.0411
2527,0.0414
2528,0.0414
2529,0.0414
2530,0.0416
2531,0.0416
2532,0.0416
2533,0.0420
2534,0.0419
2535,0.0420
2536,0.0422
2537,0.0422
2538,0.0421
2539,0.0423
2540,0.0424
2541,0.0426
2542,0.0451
2543,0.0458
2544,0.0457
2545,0.0428
2546,0.0429
2547,0.0430
2548,0.0430
2549,0.0432
2550,0.0447
2551,0.0434
2552,0.0434
2553,0.0435
2554,0.0437
2555,0.0437
2556,0.0438
2557,0.0441
2558,0.0440
2559,0.0441
2560,0.0442
2561,0.0444
2562,0.0447
2563,0.0447
2564,0.0447
2565,0.0446
2566,0.0447
2567,0.0448
2568,0.0449
2569,0.0449
2570,0.0451
2571,0.0457
2572,0.0451
2573,0.0453
2574,0.0455
2575,0.0454
2576,0.0459
2577,0.0458
2578,0.0464
2579,0.0460
2580,0.0461
2581,0.0460
2582,0.0463
2583,0.0462
2584,0.0465
2585,0.0465
2586,0.0465
2587,0.0467
2588,0.0467
2589,0.0468
2590,0.0469
2591,0.0470
2592,0.0471
2593,0.0472
2594,0.0473
2595,0.0474
2596,0.0477
2597,0.0479
2598,0.0479
2599,0.0479
2600,0.0480
2601,0.0481
2602,0.0481
2603,0.0482
2604,0.0482
2605,0.0482
2606,0.0484
2607,0.0487
2608,0.0489
2609,0.0488
2610,0.0493
2611,0.0495
2612,0.0490
2613,0.0490
2614,0.0492
2615,0.0493
2616,0.0493
2617,0.0495
2618,0.0496
2619,0.0497
2620,0.0498
2621,0.0499
2622,0.0506
2623,0.0500
2624,0.0505
2625,0.0503
2626,0.0505
2627,0.0519
2628,0.0506
2629,0.0509
2630,0.0512
2631,0.0508
2632,0.0508
2633,0.0510
2634,0.0510
2635,0.0511
2636,0.0514
2637,0.0528
2638,0.0532
2639,0.0523
2640,0.0523
2641,0.0518
2642,0.0518
2643,0.0520
2644,0.0521
2645,0.0522
2646,0.0522
2647,0.0524
2648,0.0526
2649,0.0525
2650,0.0566
2651,0.0526
2652,0.0529
2653,0.0530
2654,0.0530
2655,0.0539
2656,0.0533
2657,0.0533
2658,0.0535
2659,0.0537
2660,0.0537
2661,0.0541
2662,0.0539
2663,0.0542
2664,0.0542
2665,0.0546
2666,0.0544
2667,0.0544
2668,0.0567
2669,0.0555
2670,0.0546
2671,0.0548
2672,0.0549
2673,0.0568
2674,0.0550
2675,0.0553
2676,0.0554
2677,0.0559
2678,0.0562
2679,0.0559
2680,0.0559
2681,0.0560
2682,0.0562
2683,0.0561
2684,0.0565
2685,0.0562
2686,0.0563
2687,0.0565
2688,0.0565
2689,0.0569
2690,0.0568
2691,0.0568
2692,0.0571
2693,0.0570
2694,0.0571
2695,0.0572
2696,0.0572
2697,0.0577
2698,0.0586
2699,0.0595
2700,0.0587
2701,0.0592
2702,0.0579
2703,0.0581
2704,0.0581
2705,0.0583
2706,0.0583
2707,0.0584
2708,0.0587
2709,0.0588
2710,0.0589
2711,0.0589
2712,0.0589
2713,0.0590
2714,0.0593
2715,0.0594
2716,0.0601
2717,0.0596
2718,0.0609
2719,0.0599
2720,0.0621
2721,0.0598
2722,0.0599
2723,0.0600
2724,0.0604
2725,0.0609
2726,0.0603
2727,0.0604
2728,0.0608
2729,0.0607
2730,0.0614
2731,0.0615
2732,0.0616
2733,0.0612
2734,0.0619
2735,0.0613
2736,0.0616
2737,0.0617
2738,0.0615
2739,0.0617
2740,0.0618
2741,0.0631
2742,0.0624
2743,0.0636
2744,0.0666
2745,0.0677
2746,0.0703
2747,0.0626
2748,0.0627
2749,0.0628
2750,0.0628
2751,0.0639
2752,0.0631
2753,0.0632
2754,0.0633
2755,0.0636
2756,0.0635
2757,0.0642
2758,0.0639
2759,0.0649
2760,0.0640
2761,0.0641
2762,0.0642
2763,0.0644
2764,0.0645
2765,0.0645
2766,0.0646
2767,0.0649
2768,0.0649
2769,0.0650
2770,0.0657
2771,0.0654
2772,0.0668
2773,0.0655
2774,0.0656
2775,0.0662
2776,0.0659
2777,0.0705
2778,0.0660
2779,0.0684
2780,0.0667
2781,0.0665
2782,0.0665
2783,0.0670
2784,0.0667
2785,0.0673
2786,0.0685
2787,0.0672
2788,0.0672
2789,0.0672
2790,0.0674
2791,0.0676
2792,0.0677
2793,0.0679
2794,0.0678
2795,0.0691
2796,0.0684
2797,0.0685
2798,0.0682
2799,0.0685
2800,0.0688
2801,0.0694
2802,0.0693
2803,0.0690
2804,0.0690
2805,0.0692
2806,0.0698
2807,0.0693
2808,0.0694
2809,0.0696
2810,0.0697
2811,0.0705
2812,0.0698
2813,0.0717
2814,0.0710
2815,0.0704
2816,0.0704
2817,0.0705
2818,0.0762
2819,0.0706
2820,0.0709
2821,0.0719
2822,0.0716
2823,0.0711
2824,0.0713
2825,0.0721
2826,0.0715
2827,0.0719
2828,0.0717
2829,0.0718
2830,0.0719
2831,0.0721
2832,0.0722
2833,0.0724
2834,0.0731
2835,0.0728
2836,0.0727
2837,0.0735
2838,0.0729
2839,0.0731
2840,0.0731
2841,0.0734
2842,0.0737
2843,0.0737
2844,0.0743
2845,0.0738
2846,0.0740
2847,0.0739
2848,0.0740
2849,0.0740
2850,0.0743
2851,0.0746
2852,0.0746
2853,0.0805
2854,0.0752
2855,0.0749
2856,0.0782
2857,0.0752
2858,0.0755
2859,0.0755
2860,0.0756
2861,0.0773
2862,0.0789
2863,0.0773
2864,0.0760
2865,0.0762
2866,0.0765
2867,0.0766
2868,0.0766
2869,0.0767
2870,0.0766
2871,0.0770
2872,0.0769
2873,0.0769
2874,0.0772
2875,0.0774
2876,0.0773
2877,0.0775
2878,0.0785
2879,0.0778
2880,0.0783
2881,0.0781
2882,0.0781
2883,0.0783
2884,0.0783
2885,0.0794
2886,0.0786
2887,0.0788
2888,0.0790
2889,0.0797
2890,0.0799
2891,0.0794
2892,0.0793
2893,0.0795
2894,0.0801
2895,0.0804
2896,0.0798
2897,0.0827
2898,0.0806
2899,0.0803
2900,0.0807
2901,0.0805
2902,0.0807
2903,0.0808
2904,0.0813
2905,0.0810
2906,0.0813
2907,0.0819
2908,0.0818
2909,0.0819
2910,0.0820
2911,0.0820
2912,0.0819
2913,0.0830
2914,0.0824
2915,0.0823
2916,0.0825
2917,0.0827
2918,0.0827
2919,0.0839
2920,0.0833
2921,0.0837
2922,0.0837
2923,0.0838
2924,0.0838
2925,0.0838
2926,0.0841
2927,0.0843
2928,0.0841
2929,0.0843
2930,0.0843
2931,0.0846
2932,0.0850
2933,0.0853
2934,0.0848
2935,0.0851
2936,0.0850
2937,0.0851
2938,0.0857
2939,0.0860
2940,0.0860
2941,0.0862
2942,0.0860
2943,0.0860
2944,0.0863
2945,0.0872
2946,0.0879
2947,0.0875
2948,0.0870
2949,0.0868
2950,0.0873
2951,0.0870
2952,0.0878
2953,0.0873
2954,0.0891
2955,0.0880
2956,0.0880
2957,0.0888
2958,0.0888
2959,0.0892
2960,0.0890
2961,0.0890
2962,0.0886
2963,0.0910
2964,0.0891
2965,0.0889
2966,0.0897
2967,0.0901
2968,0.0893
2969,0.0893
2970,0.0894
2971,0.0895
2972,0.0896
2973,0.0900
2974,0.0908
2975,0.0904
2976,0.0906
2977,0.0902
2978,0.0908
2979,0.0908
2980,0.0911
2981,0.0912
2982,0.0913
2983,0.0916
2984,0.0912
2985,0.0922
2986,0.0936
2987,0.0932
2988,0.0925
2989,0.0920
2990,0.0921
2991,0.0921
2992,0.0924
2993,0.0925
2994,0.0927
2995,0.0942
2996,0.0941
2997,0.0930
2998,0.0940
2999,0.0938
3000,0.0939
